Design Name,SKU,Source ZIP,Source Image,Role,Sequence,Original Storage Path,Thumbnail Storage Path,Local Thumbnail
DYNA CAMRY LIGHT,VIT-60120-8.50-GLO-MAR-WHIT-102,glossy 2(1).zip,glossy 2/DYNA CAMRY LIGHT/DYNA CAMRY LIGHT_P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-102/originals/DYNA CAMRY LIGHT_P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-102/thumbnails/dyna-camry-light-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-102/dyna-camry-light-p1.webp
DYNA CAMRY LIGHT,VIT-60120-8.50-GLO-MAR-WHIT-102,glossy 2(1).zip,glossy 2/DYNA CAMRY LIGHT/DYNA CAMRY LIGHT_P2 .jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-102/originals/DYNA CAMRY LIGHT_P2 .jpg,products/glossy/vit-60120-8-50-glo-mar-whit-102/thumbnails/dyna-camry-light-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-102/dyna-camry-light-p2.webp
DYNA CAMRY LIGHT,VIT-60120-8.50-GLO-MAR-WHIT-102,glossy 2(1).zip,glossy 2/DYNA CAMRY LIGHT/DYNA CAMRY LIGHT_P3 .jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-102/originals/DYNA CAMRY LIGHT_P3 .jpg,products/glossy/vit-60120-8-50-glo-mar-whit-102/thumbnails/dyna-camry-light-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-102/dyna-camry-light-p3.webp
DYNA CHARMIS,VIT-60120-8.50-GLO-MAR-WHIT-103,glossy 2.1.zip,glossy 2.1/DYNA CHARMIS/DYNA CHARMIS_P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-103/originals/DYNA CHARMIS_P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-103/thumbnails/dyna-charmis-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-103/dyna-charmis-p1.webp
DYNA CHARMIS,VIT-60120-8.50-GLO-MAR-WHIT-103,glossy 2.1.zip,glossy 2.1/DYNA CHARMIS/DYNA CHARMIS_P2.jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-103/originals/DYNA CHARMIS_P2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-103/thumbnails/dyna-charmis-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-103/dyna-charmis-p2.webp
DYNA CHARMIS,VIT-60120-8.50-GLO-MAR-WHIT-103,glossy 2.1.zip,glossy 2.1/DYNA CHARMIS/DYNA CHARMIS_P3.jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-103/originals/DYNA CHARMIS_P3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-103/thumbnails/dyna-charmis-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-103/dyna-charmis-p3.webp
DYNA FANTASTICO,VIT-60120-8.50-GLO-MAR-WHIT-104,glossy 2.1.zip,glossy 2.1/DYNA FANTASTICO LIGHT/DYNA FANTASTICO LIGHT_P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-104/originals/DYNA FANTASTICO LIGHT_P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-104/thumbnails/dyna-fantastico-light-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-104/dyna-fantastico-light-p1.webp
DYNA FANTASTICO,VIT-60120-8.50-GLO-MAR-WHIT-104,glossy 2.1.zip,glossy 2.1/DYNA FANTASTICO LIGHT/DYNA FANTASTICO LIGHT_P2 .jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-104/originals/DYNA FANTASTICO LIGHT_P2 .jpg,products/glossy/vit-60120-8-50-glo-mar-whit-104/thumbnails/dyna-fantastico-light-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-104/dyna-fantastico-light-p2.webp
DYNA FANTASTICO,VIT-60120-8.50-GLO-MAR-WHIT-104,glossy 2.1.zip,glossy 2.1/DYNA FANTASTICO LIGHT/DYNA FANTASTICO LIGHT_P3 .jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-104/originals/DYNA FANTASTICO LIGHT_P3 .jpg,products/glossy/vit-60120-8-50-glo-mar-whit-104/thumbnails/dyna-fantastico-light-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-104/dyna-fantastico-light-p3.webp
DYNA FANTASTICO,VIT-60120-8.50-GLO-MAR-WHIT-104,glossy 2.1.zip,glossy 2.1/DYNA FANTASTICO LIGHT/DYNA FANTASTICO LIGHT_P4 .jpg,product,4,products/glossy/vit-60120-8-50-glo-mar-whit-104/originals/DYNA FANTASTICO LIGHT_P4 .jpg,products/glossy/vit-60120-8-50-glo-mar-whit-104/thumbnails/dyna-fantastico-light-p4.webp,thumbnails/vit-60120-8-50-glo-mar-whit-104/dyna-fantastico-light-p4.webp
DYNA GREY,VIT-60120-8.50-GLO-MAR-WHIT-105,glossy 2.1.zip,glossy 2.1/DYNA GREY/DYNA GREY_P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-105/originals/DYNA GREY_P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-105/thumbnails/dyna-grey-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-105/dyna-grey-p1.webp
DYNA GREY,VIT-60120-8.50-GLO-MAR-WHIT-105,glossy 2.1.zip,glossy 2.1/DYNA GREY/DYNA GREY_P2 .jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-105/originals/DYNA GREY_P2 .jpg,products/glossy/vit-60120-8-50-glo-mar-whit-105/thumbnails/dyna-grey-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-105/dyna-grey-p2.webp
DYNA GREY,VIT-60120-8.50-GLO-MAR-WHIT-105,glossy 2.1.zip,glossy 2.1/DYNA GREY/DYNA GREY_P3 .jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-105/originals/DYNA GREY_P3 .jpg,products/glossy/vit-60120-8-50-glo-mar-whit-105/thumbnails/dyna-grey-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-105/dyna-grey-p3.webp
DYNA_CLASSIC_IVORY,VIT-60120-8.50-GLO-MAR-WHIT-106,glossy 2.1.zip,glossy 2.1/DYNA_CLASSIC_IVORY/DYNA CLASSIC IVORY_P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-106/originals/DYNA CLASSIC IVORY_P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-106/thumbnails/dyna-classic-ivory-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-106/dyna-classic-ivory-p1.webp
DYNA_CLASSIC_IVORY,VIT-60120-8.50-GLO-MAR-WHIT-106,glossy 2.1.zip,glossy 2.1/DYNA_CLASSIC_IVORY/DYNA_CLASSIC_IVORY_P2.jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-106/originals/DYNA_CLASSIC_IVORY_P2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-106/thumbnails/dyna-classic-ivory-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-106/dyna-classic-ivory-p2.webp
DYNA_CLASSIC_IVORY,VIT-60120-8.50-GLO-MAR-WHIT-106,glossy 2.1.zip,glossy 2.1/DYNA_CLASSIC_IVORY/DYNA_CLASSIC_IVORY_P3.jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-106/originals/DYNA_CLASSIC_IVORY_P3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-106/thumbnails/dyna-classic-ivory-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-106/dyna-classic-ivory-p3.webp
ELENTA BEIGE,VIT-60120-8.50-GLO-MAR-WHIT-107,glossy 2.1.zip,glossy 2.1/ELENTA BEIGE/ELENTA BEIGE P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-107/originals/ELENTA BEIGE P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-107/thumbnails/elenta-beige-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-107/elenta-beige-p1.webp
ELENTA BEIGE,VIT-60120-8.50-GLO-MAR-WHIT-107,glossy 2.1.zip,glossy 2.1/ELENTA BEIGE/ELENTA BEIGE P2.jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-107/originals/ELENTA BEIGE P2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-107/thumbnails/elenta-beige-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-107/elenta-beige-p2.webp
ELENTA BEIGE,VIT-60120-8.50-GLO-MAR-WHIT-107,glossy 2.1.zip,glossy 2.1/ELENTA BEIGE/ELENTA BEIGE P3.jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-107/originals/ELENTA BEIGE P3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-107/thumbnails/elenta-beige-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-107/elenta-beige-p3.webp
ELENTA BEIGE,VIT-60120-8.50-GLO-MAR-WHIT-107,glossy 2.1.zip,glossy 2.1/ELENTA BEIGE/ELENTA BEIGE P4.jpg,product,4,products/glossy/vit-60120-8-50-glo-mar-whit-107/originals/ELENTA BEIGE P4.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-107/thumbnails/elenta-beige-p4.webp,thumbnails/vit-60120-8-50-glo-mar-whit-107/elenta-beige-p4.webp
ELENTA WHITE,VIT-60120-8.50-GLO-MAR-WHIT-108,glossy 2.1.zip,glossy 2.1/ELENTA WHITE/ELENTA WHITE P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-108/originals/ELENTA WHITE P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-108/thumbnails/elenta-white-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-108/elenta-white-p1.webp
ELENTA WHITE,VIT-60120-8.50-GLO-MAR-WHIT-108,glossy 2.1.zip,glossy 2.1/ELENTA WHITE/ELENTA WHITE P2.jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-108/originals/ELENTA WHITE P2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-108/thumbnails/elenta-white-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-108/elenta-white-p2.webp
ELENTA WHITE,VIT-60120-8.50-GLO-MAR-WHIT-108,glossy 2.1.zip,glossy 2.1/ELENTA WHITE/ELENTA WHITE P3.jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-108/originals/ELENTA WHITE P3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-108/thumbnails/elenta-white-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-108/elenta-white-p3.webp
ELENTA WHITE,VIT-60120-8.50-GLO-MAR-WHIT-108,glossy 2.1.zip,glossy 2.1/ELENTA WHITE/ELENTA WHITE P4.jpg,product,4,products/glossy/vit-60120-8-50-glo-mar-whit-108/originals/ELENTA WHITE P4.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-108/thumbnails/elenta-white-p4.webp,thumbnails/vit-60120-8-50-glo-mar-whit-108/elenta-white-p4.webp
ELENTA WHITE,VIT-60120-8.50-GLO-MAR-WHIT-108,glossy 2.1.zip,glossy 2.1/ELENTA WHITE/ELENTA WHITE P5.jpg,product,5,products/glossy/vit-60120-8-50-glo-mar-whit-108/originals/ELENTA WHITE P5.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-108/thumbnails/elenta-white-p5.webp,thumbnails/vit-60120-8-50-glo-mar-whit-108/elenta-white-p5.webp
EMPRO PATARA BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-109,glossy 2.1.zip,glossy 2.1/EMPRO PATARA BIANCO/EMPRO PATARA BIANCO_P1 .jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-109/originals/EMPRO PATARA BIANCO_P1 .jpg,products/glossy/vit-60120-8-50-glo-mar-whit-109/thumbnails/empro-patara-bianco-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-109/empro-patara-bianco-p1.webp
EMPRO PATARA BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-109,glossy 2.1.zip,glossy 2.1/EMPRO PATARA BIANCO/EMPRO PATARA BIANCO_P2 .jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-109/originals/EMPRO PATARA BIANCO_P2 .jpg,products/glossy/vit-60120-8-50-glo-mar-whit-109/thumbnails/empro-patara-bianco-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-109/empro-patara-bianco-p2.webp
EMPRO PATARA BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-109,glossy 2.1.zip,glossy 2.1/EMPRO PATARA BIANCO/EMPRO PATARA BIANCO_P3 .jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-109/originals/EMPRO PATARA BIANCO_P3 .jpg,products/glossy/vit-60120-8-50-glo-mar-whit-109/thumbnails/empro-patara-bianco-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-109/empro-patara-bianco-p3.webp
EMPRO PATARA BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-109,glossy 2.1.zip,glossy 2.1/EMPRO PATARA BIANCO/EMPRO PATARA BIANCO_P4 .jpg,product,4,products/glossy/vit-60120-8-50-glo-mar-whit-109/originals/EMPRO PATARA BIANCO_P4 .jpg,products/glossy/vit-60120-8-50-glo-mar-whit-109/thumbnails/empro-patara-bianco-p4.webp,thumbnails/vit-60120-8-50-glo-mar-whit-109/empro-patara-bianco-p4.webp
EMPRO PATARA GREY,VIT-60120-8.50-GLO-MAR-WHIT-110,glossy 2.1.zip,glossy 2.1/EMPRO PATARA GREY/EMPRO PATARA GREY_P1 .jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-110/originals/EMPRO PATARA GREY_P1 .jpg,products/glossy/vit-60120-8-50-glo-mar-whit-110/thumbnails/empro-patara-grey-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-110/empro-patara-grey-p1.webp
EMPRO PATARA GREY,VIT-60120-8.50-GLO-MAR-WHIT-110,glossy 2.1.zip,glossy 2.1/EMPRO PATARA GREY/EMPRO PATARA GREY_P2 .jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-110/originals/EMPRO PATARA GREY_P2 .jpg,products/glossy/vit-60120-8-50-glo-mar-whit-110/thumbnails/empro-patara-grey-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-110/empro-patara-grey-p2.webp
EMPRO PATARA GREY,VIT-60120-8.50-GLO-MAR-WHIT-110,glossy 2.1.zip,glossy 2.1/EMPRO PATARA GREY/EMPRO PATARA GREY_P3 .jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-110/originals/EMPRO PATARA GREY_P3 .jpg,products/glossy/vit-60120-8-50-glo-mar-whit-110/thumbnails/empro-patara-grey-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-110/empro-patara-grey-p3.webp
EMPRO PATARA GREY,VIT-60120-8.50-GLO-MAR-WHIT-110,glossy 2.1.zip,glossy 2.1/EMPRO PATARA GREY/EMPRO PATARA GREY_P4 .jpg,product,4,products/glossy/vit-60120-8-50-glo-mar-whit-110/originals/EMPRO PATARA GREY_P4 .jpg,products/glossy/vit-60120-8-50-glo-mar-whit-110/thumbnails/empro-patara-grey-p4.webp,thumbnails/vit-60120-8-50-glo-mar-whit-110/empro-patara-grey-p4.webp
ERIAM BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-111,glossy 2.1.zip,glossy 2.1/ERIAM BIANCO/ERIAM BIANCO_R1.jpg,room,1,products/glossy/vit-60120-8-50-glo-mar-whit-111/originals/ERIAM BIANCO_R1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-111/thumbnails/eriam-bianco-r1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-111/eriam-bianco-r1.webp
ERIAM BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-111,glossy 2.1.zip,glossy 2.1/ERIAM BIANCO/ERIAM BIANCO_R2.jpg,room,2,products/glossy/vit-60120-8-50-glo-mar-whit-111/originals/ERIAM BIANCO_R2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-111/thumbnails/eriam-bianco-r2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-111/eriam-bianco-r2.webp
ERIAM BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-111,glossy 2.1.zip,glossy 2.1/ERIAM BIANCO/ERIAM BIANCO_R3.jpg,room,3,products/glossy/vit-60120-8-50-glo-mar-whit-111/originals/ERIAM BIANCO_R3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-111/thumbnails/eriam-bianco-r3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-111/eriam-bianco-r3.webp
ERIAM BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-111,glossy 2.1.zip,glossy 2.1/ERIAM BIANCO/ERIAM BIANCO_R4.jpg,room,4,products/glossy/vit-60120-8-50-glo-mar-whit-111/originals/ERIAM BIANCO_R4.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-111/thumbnails/eriam-bianco-r4.webp,thumbnails/vit-60120-8-50-glo-mar-whit-111/eriam-bianco-r4.webp
ERIAM NATURAL,VIT-60120-8.50-GLO-MAR-WHIT-112,glossy 2.1.zip,glossy 2.1/ERIAM NATURAL/ERIAM NATURAL_R1.jpg,room,1,products/glossy/vit-60120-8-50-glo-mar-whit-112/originals/ERIAM NATURAL_R1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-112/thumbnails/eriam-natural-r1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-112/eriam-natural-r1.webp
ERIAM NATURAL,VIT-60120-8.50-GLO-MAR-WHIT-112,glossy 2.1.zip,glossy 2.1/ERIAM NATURAL/ERIAM NATURAL_R2.jpg,room,2,products/glossy/vit-60120-8-50-glo-mar-whit-112/originals/ERIAM NATURAL_R2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-112/thumbnails/eriam-natural-r2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-112/eriam-natural-r2.webp
ERIAM NATURAL,VIT-60120-8.50-GLO-MAR-WHIT-112,glossy 2.1.zip,glossy 2.1/ERIAM NATURAL/ERIAM NATURAL_R3.jpg,room,3,products/glossy/vit-60120-8-50-glo-mar-whit-112/originals/ERIAM NATURAL_R3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-112/thumbnails/eriam-natural-r3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-112/eriam-natural-r3.webp
ERIAM NATURAL,VIT-60120-8.50-GLO-MAR-WHIT-112,glossy 2.1.zip,glossy 2.1/ERIAM NATURAL/ERIAM NATURAL_R4.jpg,room,4,products/glossy/vit-60120-8-50-glo-mar-whit-112/originals/ERIAM NATURAL_R4.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-112/thumbnails/eriam-natural-r4.webp,thumbnails/vit-60120-8-50-glo-mar-whit-112/eriam-natural-r4.webp
EXOTIC RIVER,VIT-60120-8.50-GLO-MAR-WHIT-113,glossy 2.1.zip,glossy 2.1/EXOTIC RIVER/EXOTIC RIVER  P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-113/originals/EXOTIC RIVER  P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-113/thumbnails/exotic-river-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-113/exotic-river-p1.webp
EXOTIC RIVER,VIT-60120-8.50-GLO-MAR-WHIT-113,glossy 2.1.zip,glossy 2.1/EXOTIC RIVER/EXOTIC RIVER  P2.jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-113/originals/EXOTIC RIVER  P2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-113/thumbnails/exotic-river-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-113/exotic-river-p2.webp
EXOTIC RIVER,VIT-60120-8.50-GLO-MAR-WHIT-113,glossy 2.1.zip,glossy 2.1/EXOTIC RIVER/EXOTIC RIVER  P3.jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-113/originals/EXOTIC RIVER  P3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-113/thumbnails/exotic-river-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-113/exotic-river-p3.webp
EXTRANAL STONE,VIT-60120-8.50-GLO-MAR-WHIT-114,glossy 2.1.zip,glossy 2.1/EXTRANAL STONE/EXTRANAL STONE P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-114/originals/EXTRANAL STONE P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-114/thumbnails/extranal-stone-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-114/extranal-stone-p1.webp
EXTRANAL STONE,VIT-60120-8.50-GLO-MAR-WHIT-114,glossy 2.1.zip,glossy 2.1/EXTRANAL STONE/EXTRANAL STONE P2.jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-114/originals/EXTRANAL STONE P2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-114/thumbnails/extranal-stone-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-114/extranal-stone-p2.webp
EXTRANAL STONE,VIT-60120-8.50-GLO-MAR-WHIT-114,glossy 2.1.zip,glossy 2.1/EXTRANAL STONE/EXTRANAL STONE P3.jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-114/originals/EXTRANAL STONE P3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-114/thumbnails/extranal-stone-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-114/extranal-stone-p3.webp
FARON BEIGE,VIT-60120-8.50-GLO-MAR-WHIT-115,glossy 3.zip,glossy 3/FARON BEIGE/FARON BEIGE_P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-115/originals/FARON BEIGE_P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-115/thumbnails/faron-beige-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-115/faron-beige-p1.webp
FARON BEIGE,VIT-60120-8.50-GLO-MAR-WHIT-115,glossy 3.zip,glossy 3/FARON BEIGE/FARON BEIGE_P2.jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-115/originals/FARON BEIGE_P2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-115/thumbnails/faron-beige-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-115/faron-beige-p2.webp
FARON BEIGE,VIT-60120-8.50-GLO-MAR-WHIT-115,glossy 3.zip,glossy 3/FARON BEIGE/FARON BEIGE_P3.jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-115/originals/FARON BEIGE_P3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-115/thumbnails/faron-beige-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-115/faron-beige-p3.webp
FARON BEIGE,VIT-60120-8.50-GLO-MAR-WHIT-115,glossy 3.zip,glossy 3/FARON BEIGE/FARON BEIGE_P4.jpg,product,4,products/glossy/vit-60120-8-50-glo-mar-whit-115/originals/FARON BEIGE_P4.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-115/thumbnails/faron-beige-p4.webp,thumbnails/vit-60120-8-50-glo-mar-whit-115/faron-beige-p4.webp
FARON BEIGE,VIT-60120-8.50-GLO-MAR-WHIT-115,glossy 3.zip,glossy 3/FARON BEIGE/FARON BEIGE_P5.jpg,product,5,products/glossy/vit-60120-8-50-glo-mar-whit-115/originals/FARON BEIGE_P5.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-115/thumbnails/faron-beige-p5.webp,thumbnails/vit-60120-8-50-glo-mar-whit-115/faron-beige-p5.webp
FARON BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-116,glossy 3.zip,glossy 3/FARON BIANCO/FARON BIANCO_P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-116/originals/FARON BIANCO_P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-116/thumbnails/faron-bianco-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-116/faron-bianco-p1.webp
FARON BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-116,glossy 3.zip,glossy 3/FARON BIANCO/FARON BIANCO_P2.jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-116/originals/FARON BIANCO_P2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-116/thumbnails/faron-bianco-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-116/faron-bianco-p2.webp
FARON BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-116,glossy 3.zip,glossy 3/FARON BIANCO/FARON BIANCO_P3.jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-116/originals/FARON BIANCO_P3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-116/thumbnails/faron-bianco-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-116/faron-bianco-p3.webp
FARON BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-116,glossy 3.zip,glossy 3/FARON BIANCO/FARON BIANCO_P4.jpg,product,4,products/glossy/vit-60120-8-50-glo-mar-whit-116/originals/FARON BIANCO_P4.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-116/thumbnails/faron-bianco-p4.webp,thumbnails/vit-60120-8-50-glo-mar-whit-116/faron-bianco-p4.webp
FARON BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-116,glossy 3.zip,glossy 3/FARON BIANCO/FARON BIANCO_P5.jpg,product,5,products/glossy/vit-60120-8-50-glo-mar-whit-116/originals/FARON BIANCO_P5.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-116/thumbnails/faron-bianco-p5.webp,thumbnails/vit-60120-8-50-glo-mar-whit-116/faron-bianco-p5.webp
FARON NATURAL,VIT-60120-8.50-GLO-MAR-WHIT-117,glossy 3.zip,glossy 3/FARON NATURAL/FARON NATURAL_P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-117/originals/FARON NATURAL_P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-117/thumbnails/faron-natural-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-117/faron-natural-p1.webp
FARON NATURAL,VIT-60120-8.50-GLO-MAR-WHIT-117,glossy 3.zip,glossy 3/FARON NATURAL/FARON NATURAL_P2.jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-117/originals/FARON NATURAL_P2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-117/thumbnails/faron-natural-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-117/faron-natural-p2.webp
FARON NATURAL,VIT-60120-8.50-GLO-MAR-WHIT-117,glossy 3.zip,glossy 3/FARON NATURAL/FARON NATURAL_P3.jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-117/originals/FARON NATURAL_P3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-117/thumbnails/faron-natural-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-117/faron-natural-p3.webp
FARON NATURAL,VIT-60120-8.50-GLO-MAR-WHIT-117,glossy 3.zip,glossy 3/FARON NATURAL/FARON NATURAL_P4.jpg,product,4,products/glossy/vit-60120-8-50-glo-mar-whit-117/originals/FARON NATURAL_P4.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-117/thumbnails/faron-natural-p4.webp,thumbnails/vit-60120-8-50-glo-mar-whit-117/faron-natural-p4.webp
