Design Name,SKU,Source ZIP,Source Image,Role,Sequence,Original Storage Path,Thumbnail Storage Path,Local Thumbnail
JERICO PULPIS CREMA,VIT-60120-8.50-GLO-MAR-WHIT-136,glossy 3.1.zip,glossy 3.1/JERICO PULPIS CREMA/JERICO PULPIS CREMA_R4.jpg,room,4,products/glossy/vit-60120-8-50-glo-mar-whit-136/originals/JERICO PULPIS CREMA_R4.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-136/thumbnails/jerico-pulpis-crema-r4.webp,thumbnails/vit-60120-8-50-glo-mar-whit-136/jerico-pulpis-crema-r4.webp
JERICO PULPIS GREY,VIT-60120-8.50-GLO-MAR-WHIT-137,glossy 3.1.zip,glossy 3.1/JERICO PULPIS GREY/JERICO PULPIS GREY_R1.jpg,room,1,products/glossy/vit-60120-8-50-glo-mar-whit-137/originals/JERICO PULPIS GREY_R1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-137/thumbnails/jerico-pulpis-grey-r1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-137/jerico-pulpis-grey-r1.webp
JERICO PULPIS GREY,VIT-60120-8.50-GLO-MAR-WHIT-137,glossy 3.1.zip,glossy 3.1/JERICO PULPIS GREY/JERICO PULPIS GREY_R2.jpg,room,2,products/glossy/vit-60120-8-50-glo-mar-whit-137/originals/JERICO PULPIS GREY_R2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-137/thumbnails/jerico-pulpis-grey-r2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-137/jerico-pulpis-grey-r2.webp
JERICO PULPIS GREY,VIT-60120-8.50-GLO-MAR-WHIT-137,glossy 3.1.zip,glossy 3.1/JERICO PULPIS GREY/JERICO PULPIS GREY_R3.jpg,room,3,products/glossy/vit-60120-8-50-glo-mar-whit-137/originals/JERICO PULPIS GREY_R3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-137/thumbnails/jerico-pulpis-grey-r3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-137/jerico-pulpis-grey-r3.webp
JERICO PULPIS GREY,VIT-60120-8.50-GLO-MAR-WHIT-137,glossy 3.1.zip,glossy 3.1/JERICO PULPIS GREY/JERICO PULPIS GREY_R4.jpg,room,4,products/glossy/vit-60120-8-50-glo-mar-whit-137/originals/JERICO PULPIS GREY_R4.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-137/thumbnails/jerico-pulpis-grey-r4.webp,thumbnails/vit-60120-8-50-glo-mar-whit-137/jerico-pulpis-grey-r4.webp
LAVANTA,VIT-60120-8.50-GLO-MAR-WHIT-138,glossy 3.1.zip,glossy 3.1/LAVANTA/LAVANTA_P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-138/originals/LAVANTA_P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-138/thumbnails/lavanta-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-138/lavanta-p1.webp
LAVANTA,VIT-60120-8.50-GLO-MAR-WHIT-138,glossy 3.1.zip,glossy 3.1/LAVANTA/LAVANTA_P2.jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-138/originals/LAVANTA_P2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-138/thumbnails/lavanta-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-138/lavanta-p2.webp
LAVANTA,VIT-60120-8.50-GLO-MAR-WHIT-138,glossy 3.1.zip,glossy 3.1/LAVANTA/LAVANTA_P3.jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-138/originals/LAVANTA_P3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-138/thumbnails/lavanta-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-138/lavanta-p3.webp
LAVANTA,VIT-60120-8.50-GLO-MAR-WHIT-138,glossy 3.1.zip,glossy 3.1/LAVANTA/LAVANTA_P4.jpg,product,4,products/glossy/vit-60120-8-50-glo-mar-whit-138/originals/LAVANTA_P4.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-138/thumbnails/lavanta-p4.webp,thumbnails/vit-60120-8-50-glo-mar-whit-138/lavanta-p4.webp
LAVANTA,VIT-60120-8.50-GLO-MAR-WHIT-138,glossy 3.1.zip,glossy 3.1/LAVANTA/LAVANTA_P5.jpg,product,5,products/glossy/vit-60120-8-50-glo-mar-whit-138/originals/LAVANTA_P5.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-138/thumbnails/lavanta-p5.webp,thumbnails/vit-60120-8-50-glo-mar-whit-138/lavanta-p5.webp
LETINA,VIT-60120-8.50-GLO-MAR-WHIT-139,glossy 3.1.zip,glossy 3.1/LETINA/LETINA_P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-139/originals/LETINA_P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-139/thumbnails/letina-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-139/letina-p1.webp
LETINA,VIT-60120-8.50-GLO-MAR-WHIT-139,glossy 3.1.zip,glossy 3.1/LETINA/LETINA_P2.jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-139/originals/LETINA_P2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-139/thumbnails/letina-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-139/letina-p2.webp
LETINA,VIT-60120-8.50-GLO-MAR-WHIT-139,glossy 3.1.zip,glossy 3.1/LETINA/LETINA_P3.jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-139/originals/LETINA_P3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-139/thumbnails/letina-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-139/letina-p3.webp
LETINA,VIT-60120-8.50-GLO-MAR-WHIT-139,glossy 3.1.zip,glossy 3.1/LETINA/LETINA_P4.jpg,product,4,products/glossy/vit-60120-8-50-glo-mar-whit-139/originals/LETINA_P4.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-139/thumbnails/letina-p4.webp,thumbnails/vit-60120-8-50-glo-mar-whit-139/letina-p4.webp
LETINA,VIT-60120-8.50-GLO-MAR-WHIT-139,glossy 3.1.zip,glossy 3.1/LETINA/LETINA_P5.jpg,product,5,products/glossy/vit-60120-8-50-glo-mar-whit-139/originals/LETINA_P5.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-139/thumbnails/letina-p5.webp,thumbnails/vit-60120-8-50-glo-mar-whit-139/letina-p5.webp
LETINA,VIT-60120-8.50-GLO-MAR-WHIT-139,glossy 3.1.zip,glossy 3.1/LETINA/LETINA_P6.jpg,product,6,products/glossy/vit-60120-8-50-glo-mar-whit-139/originals/LETINA_P6.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-139/thumbnails/letina-p6.webp,thumbnails/vit-60120-8-50-glo-mar-whit-139/letina-p6.webp
LETINA,VIT-60120-8.50-GLO-MAR-WHIT-139,glossy 3.1.zip,glossy 3.1/LETINA/LETINA_P7.jpg,product,7,products/glossy/vit-60120-8-50-glo-mar-whit-139/originals/LETINA_P7.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-139/thumbnails/letina-p7.webp,thumbnails/vit-60120-8-50-glo-mar-whit-139/letina-p7.webp
LETINA,VIT-60120-8.50-GLO-MAR-WHIT-139,glossy 3.1.zip,glossy 3.1/LETINA/LETINA_P8.jpg,product,8,products/glossy/vit-60120-8-50-glo-mar-whit-139/originals/LETINA_P8.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-139/thumbnails/letina-p8.webp,thumbnails/vit-60120-8-50-glo-mar-whit-139/letina-p8.webp
LIMA BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-140,glossy 3.1.zip,glossy 3.1/LIMA BIANCO/LIMA BIANCO (ST_139_2)_R1.jpg,room,1,products/glossy/vit-60120-8-50-glo-mar-whit-140/originals/LIMA BIANCO (ST_139_2)_R1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-140/thumbnails/lima-bianco-st-139-2-r1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-140/lima-bianco-st-139-2-r1.webp
LIMA BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-140,glossy 3.1.zip,glossy 3.1/LIMA BIANCO/LIMA BIANCO (ST_139_2)_R2.jpg,room,2,products/glossy/vit-60120-8-50-glo-mar-whit-140/originals/LIMA BIANCO (ST_139_2)_R2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-140/thumbnails/lima-bianco-st-139-2-r2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-140/lima-bianco-st-139-2-r2.webp
LIMA BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-140,glossy 3.1.zip,glossy 3.1/LIMA BIANCO/LIMA BIANCO (ST_139_2)_R3.jpg,room,3,products/glossy/vit-60120-8-50-glo-mar-whit-140/originals/LIMA BIANCO (ST_139_2)_R3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-140/thumbnails/lima-bianco-st-139-2-r3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-140/lima-bianco-st-139-2-r3.webp
LIMA BROWN,VIT-60120-8.50-GLO-MAR-WHIT-141,glossy 3.1.zip,glossy 3.1/LIMA BROWN/LIMA BROWN (ST_139_3)_R1.jpg,room,1,products/glossy/vit-60120-8-50-glo-mar-whit-141/originals/LIMA BROWN (ST_139_3)_R1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-141/thumbnails/lima-brown-st-139-3-r1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-141/lima-brown-st-139-3-r1.webp
LIMA BROWN,VIT-60120-8.50-GLO-MAR-WHIT-141,glossy 3.1.zip,glossy 3.1/LIMA BROWN/LIMA BROWN (ST_139_3)_R2.jpg,room,2,products/glossy/vit-60120-8-50-glo-mar-whit-141/originals/LIMA BROWN (ST_139_3)_R2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-141/thumbnails/lima-brown-st-139-3-r2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-141/lima-brown-st-139-3-r2.webp
LIMA BROWN,VIT-60120-8.50-GLO-MAR-WHIT-141,glossy 3.1.zip,glossy 3.1/LIMA BROWN/LIMA BROWN (ST_139_3)_R3.jpg,room,3,products/glossy/vit-60120-8-50-glo-mar-whit-141/originals/LIMA BROWN (ST_139_3)_R3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-141/thumbnails/lima-brown-st-139-3-r3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-141/lima-brown-st-139-3-r3.webp
LIMA CREMA,VIT-60120-8.50-GLO-MAR-WHIT-142,glossy 3.1.zip,glossy 3.1/LIMA CREMA/LIMA CREMA (ST_139_4)_R1.jpg,room,1,products/glossy/vit-60120-8-50-glo-mar-whit-142/originals/LIMA CREMA (ST_139_4)_R1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-142/thumbnails/lima-crema-st-139-4-r1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-142/lima-crema-st-139-4-r1.webp
LIMA CREMA,VIT-60120-8.50-GLO-MAR-WHIT-142,glossy 3.1.zip,glossy 3.1/LIMA CREMA/LIMA CREMA (ST_139_4)_R2.jpg,room,2,products/glossy/vit-60120-8-50-glo-mar-whit-142/originals/LIMA CREMA (ST_139_4)_R2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-142/thumbnails/lima-crema-st-139-4-r2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-142/lima-crema-st-139-4-r2.webp
LIMA CREMA,VIT-60120-8.50-GLO-MAR-WHIT-142,glossy 3.1.zip,glossy 3.1/LIMA CREMA/LIMA CREMA (ST_139_4)_R3.jpg,room,3,products/glossy/vit-60120-8-50-glo-mar-whit-142/originals/LIMA CREMA (ST_139_4)_R3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-142/thumbnails/lima-crema-st-139-4-r3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-142/lima-crema-st-139-4-r3.webp
LIMA GREY,VIT-60120-8.50-GLO-MAR-WHIT-143,glossy 3.3.zip,glossy 3.3/LIMA GREY/LIMA GREY (ST_139_1)_R1.jpg,room,1,products/glossy/vit-60120-8-50-glo-mar-whit-143/originals/LIMA GREY (ST_139_1)_R1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-143/thumbnails/lima-grey-st-139-1-r1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-143/lima-grey-st-139-1-r1.webp
LIMA GREY,VIT-60120-8.50-GLO-MAR-WHIT-143,glossy 3.3.zip,glossy 3.3/LIMA GREY/LIMA GREY (ST_139_1)_R2.jpg,room,2,products/glossy/vit-60120-8-50-glo-mar-whit-143/originals/LIMA GREY (ST_139_1)_R2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-143/thumbnails/lima-grey-st-139-1-r2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-143/lima-grey-st-139-1-r2.webp
LIMA GREY,VIT-60120-8.50-GLO-MAR-WHIT-143,glossy 3.3.zip,glossy 3.3/LIMA GREY/LIMA GREY (ST_139_1)_R3.jpg,room,3,products/glossy/vit-60120-8-50-glo-mar-whit-143/originals/LIMA GREY (ST_139_1)_R3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-143/thumbnails/lima-grey-st-139-1-r3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-143/lima-grey-st-139-1-r3.webp
LIME STONE CREMA,VIT-60120-8.50-GLO-MAR-WHIT-144,glossy 3.3.zip,glossy 3.3/LIME STONE CREMA/LIME STONE CREMA_P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-144/originals/LIME STONE CREMA_P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-144/thumbnails/lime-stone-crema-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-144/lime-stone-crema-p1.webp
LIME STONE CREMA,VIT-60120-8.50-GLO-MAR-WHIT-144,glossy 3.3.zip,glossy 3.3/LIME STONE CREMA/LIME STONE CREMA_P2.jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-144/originals/LIME STONE CREMA_P2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-144/thumbnails/lime-stone-crema-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-144/lime-stone-crema-p2.webp
LIME STONE CREMA,VIT-60120-8.50-GLO-MAR-WHIT-144,glossy 3.3.zip,glossy 3.3/LIME STONE CREMA/LIME STONE CREMA_P3.jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-144/originals/LIME STONE CREMA_P3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-144/thumbnails/lime-stone-crema-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-144/lime-stone-crema-p3.webp
MACAUBAS FANTASY BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-145,glossy 1.zip,glossy 1/13=MACAUBAS FANTASY BIANCO/MACAUBAS FANTASY BIANCO_P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-145/originals/MACAUBAS FANTASY BIANCO_P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-145/thumbnails/macaubas-fantasy-bianco-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-145/macaubas-fantasy-bianco-p1.webp
MACAUBAS FANTASY BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-145,glossy 1.zip,glossy 1/13=MACAUBAS FANTASY BIANCO/MACAUBAS FANTASY BIANCO_P2.jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-145/originals/MACAUBAS FANTASY BIANCO_P2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-145/thumbnails/macaubas-fantasy-bianco-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-145/macaubas-fantasy-bianco-p2.webp
MACAUBAS FANTASY BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-145,glossy 1.zip,glossy 1/13=MACAUBAS FANTASY BIANCO/MACAUBAS FANTASY BIANCO_P3.jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-145/originals/MACAUBAS FANTASY BIANCO_P3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-145/thumbnails/macaubas-fantasy-bianco-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-145/macaubas-fantasy-bianco-p3.webp
MACAUBAS FANTASY BIANCO,VIT-60120-8.50-GLO-MAR-WHIT-145,glossy 1.zip,glossy 1/13=MACAUBAS FANTASY BIANCO/MACAUBAS FANTASY BIANCO_P4.jpg,product,4,products/glossy/vit-60120-8-50-glo-mar-whit-145/originals/MACAUBAS FANTASY BIANCO_P4.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-145/thumbnails/macaubas-fantasy-bianco-p4.webp,thumbnails/vit-60120-8-50-glo-mar-whit-145/macaubas-fantasy-bianco-p4.webp
MACAUBAS FANTASY GREY,VIT-60120-8.50-GLO-MAR-WHIT-146,glossy 1.zip,glossy 1/14=MACAUBAS FANTASY GREY/MACAUBAS FANTASY GREY_P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-146/originals/MACAUBAS FANTASY GREY_P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-146/thumbnails/macaubas-fantasy-grey-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-146/macaubas-fantasy-grey-p1.webp
MACAUBAS FANTASY GREY,VIT-60120-8.50-GLO-MAR-WHIT-146,glossy 1.zip,glossy 1/14=MACAUBAS FANTASY GREY/MACAUBAS FANTASY GREY_P2.jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-146/originals/MACAUBAS FANTASY GREY_P2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-146/thumbnails/macaubas-fantasy-grey-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-146/macaubas-fantasy-grey-p2.webp
MACAUBAS FANTASY GREY,VIT-60120-8.50-GLO-MAR-WHIT-146,glossy 1.zip,glossy 1/14=MACAUBAS FANTASY GREY/MACAUBAS FANTASY GREY_P3.jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-146/originals/MACAUBAS FANTASY GREY_P3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-146/thumbnails/macaubas-fantasy-grey-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-146/macaubas-fantasy-grey-p3.webp
MACAUBAS FANTASY GREY,VIT-60120-8.50-GLO-MAR-WHIT-146,glossy 1.zip,glossy 1/14=MACAUBAS FANTASY GREY/MACAUBAS FANTASY GREY_P4.jpg,product,4,products/glossy/vit-60120-8-50-glo-mar-whit-146/originals/MACAUBAS FANTASY GREY_P4.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-146/thumbnails/macaubas-fantasy-grey-p4.webp,thumbnails/vit-60120-8-50-glo-mar-whit-146/macaubas-fantasy-grey-p4.webp
MARKINA BROWN,VIT-60120-8.50-GLO-MAR-WHIT-147,glossy 3.3.zip,glossy 3.3/MARKINA BROWN/MARKINA_BROWN P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-147/originals/MARKINA_BROWN P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-147/thumbnails/markina-brown-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-147/markina-brown-p1.webp
MARKINA BROWN,VIT-60120-8.50-GLO-MAR-WHIT-147,glossy 3.3.zip,glossy 3.3/MARKINA BROWN/MARKINA_BROWN P2.jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-147/originals/MARKINA_BROWN P2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-147/thumbnails/markina-brown-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-147/markina-brown-p2.webp
MARKINA BROWN,VIT-60120-8.50-GLO-MAR-WHIT-147,glossy 3.3.zip,glossy 3.3/MARKINA BROWN/MARKINA_BROWN P3.jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-147/originals/MARKINA_BROWN P3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-147/thumbnails/markina-brown-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-147/markina-brown-p3.webp
MARMI AZURE,VIT-60120-8.50-GLO-MAR-WHIT-148,glossy 3.3.zip,glossy 3.3/MARMI AZURE/MARMI AZURE_P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-148/originals/MARMI AZURE_P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-148/thumbnails/marmi-azure-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-148/marmi-azure-p1.webp
MARMI AZURE,VIT-60120-8.50-GLO-MAR-WHIT-148,glossy 3.3.zip,glossy 3.3/MARMI AZURE/MARMI AZURE_P10.jpg,product,10,products/glossy/vit-60120-8-50-glo-mar-whit-148/originals/MARMI AZURE_P10.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-148/thumbnails/marmi-azure-p10.webp,thumbnails/vit-60120-8-50-glo-mar-whit-148/marmi-azure-p10.webp
MARMI AZURE,VIT-60120-8.50-GLO-MAR-WHIT-148,glossy 3.3.zip,glossy 3.3/MARMI AZURE/MARMI AZURE_P2.jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-148/originals/MARMI AZURE_P2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-148/thumbnails/marmi-azure-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-148/marmi-azure-p2.webp
MARMI AZURE,VIT-60120-8.50-GLO-MAR-WHIT-148,glossy 3.3.zip,glossy 3.3/MARMI AZURE/MARMI AZURE_P3.jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-148/originals/MARMI AZURE_P3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-148/thumbnails/marmi-azure-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-148/marmi-azure-p3.webp
MARMI AZURE,VIT-60120-8.50-GLO-MAR-WHIT-148,glossy 3.3.zip,glossy 3.3/MARMI AZURE/MARMI AZURE_P4.jpg,product,4,products/glossy/vit-60120-8-50-glo-mar-whit-148/originals/MARMI AZURE_P4.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-148/thumbnails/marmi-azure-p4.webp,thumbnails/vit-60120-8-50-glo-mar-whit-148/marmi-azure-p4.webp
MARMI AZURE,VIT-60120-8.50-GLO-MAR-WHIT-148,glossy 3.3.zip,glossy 3.3/MARMI AZURE/MARMI AZURE_P5.jpg,product,5,products/glossy/vit-60120-8-50-glo-mar-whit-148/originals/MARMI AZURE_P5.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-148/thumbnails/marmi-azure-p5.webp,thumbnails/vit-60120-8-50-glo-mar-whit-148/marmi-azure-p5.webp
MARMI AZURE,VIT-60120-8.50-GLO-MAR-WHIT-148,glossy 3.3.zip,glossy 3.3/MARMI AZURE/MARMI AZURE_P6.jpg,product,6,products/glossy/vit-60120-8-50-glo-mar-whit-148/originals/MARMI AZURE_P6.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-148/thumbnails/marmi-azure-p6.webp,thumbnails/vit-60120-8-50-glo-mar-whit-148/marmi-azure-p6.webp
MARMI AZURE,VIT-60120-8.50-GLO-MAR-WHIT-148,glossy 3.3.zip,glossy 3.3/MARMI AZURE/MARMI AZURE_P7.jpg,product,7,products/glossy/vit-60120-8-50-glo-mar-whit-148/originals/MARMI AZURE_P7.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-148/thumbnails/marmi-azure-p7.webp,thumbnails/vit-60120-8-50-glo-mar-whit-148/marmi-azure-p7.webp
MARMI AZURE,VIT-60120-8.50-GLO-MAR-WHIT-148,glossy 3.3.zip,glossy 3.3/MARMI AZURE/MARMI AZURE_P8.jpg,product,8,products/glossy/vit-60120-8-50-glo-mar-whit-148/originals/MARMI AZURE_P8.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-148/thumbnails/marmi-azure-p8.webp,thumbnails/vit-60120-8-50-glo-mar-whit-148/marmi-azure-p8.webp
MARMI AZURE,VIT-60120-8.50-GLO-MAR-WHIT-148,glossy 3.3.zip,glossy 3.3/MARMI AZURE/MARMI AZURE_P9.jpg,product,9,products/glossy/vit-60120-8-50-glo-mar-whit-148/originals/MARMI AZURE_P9.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-148/thumbnails/marmi-azure-p9.webp,thumbnails/vit-60120-8-50-glo-mar-whit-148/marmi-azure-p9.webp
MARMI BEIGE,VIT-60120-8.50-GLO-MAR-WHIT-149,glossy 3.3.zip,glossy 3.3/MARMI BEIGE/MARMI BEIGE_P1.jpg,product,1,products/glossy/vit-60120-8-50-glo-mar-whit-149/originals/MARMI BEIGE_P1.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-149/thumbnails/marmi-beige-p1.webp,thumbnails/vit-60120-8-50-glo-mar-whit-149/marmi-beige-p1.webp
MARMI BEIGE,VIT-60120-8.50-GLO-MAR-WHIT-149,glossy 3.3.zip,glossy 3.3/MARMI BEIGE/MARMI BEIGE_P10.jpg,product,10,products/glossy/vit-60120-8-50-glo-mar-whit-149/originals/MARMI BEIGE_P10.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-149/thumbnails/marmi-beige-p10.webp,thumbnails/vit-60120-8-50-glo-mar-whit-149/marmi-beige-p10.webp
MARMI BEIGE,VIT-60120-8.50-GLO-MAR-WHIT-149,glossy 3.3.zip,glossy 3.3/MARMI BEIGE/MARMI BEIGE_P2.jpg,product,2,products/glossy/vit-60120-8-50-glo-mar-whit-149/originals/MARMI BEIGE_P2.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-149/thumbnails/marmi-beige-p2.webp,thumbnails/vit-60120-8-50-glo-mar-whit-149/marmi-beige-p2.webp
MARMI BEIGE,VIT-60120-8.50-GLO-MAR-WHIT-149,glossy 3.3.zip,glossy 3.3/MARMI BEIGE/MARMI BEIGE_P3.jpg,product,3,products/glossy/vit-60120-8-50-glo-mar-whit-149/originals/MARMI BEIGE_P3.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-149/thumbnails/marmi-beige-p3.webp,thumbnails/vit-60120-8-50-glo-mar-whit-149/marmi-beige-p3.webp
MARMI BEIGE,VIT-60120-8.50-GLO-MAR-WHIT-149,glossy 3.3.zip,glossy 3.3/MARMI BEIGE/MARMI BEIGE_P4.jpg,product,4,products/glossy/vit-60120-8-50-glo-mar-whit-149/originals/MARMI BEIGE_P4.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-149/thumbnails/marmi-beige-p4.webp,thumbnails/vit-60120-8-50-glo-mar-whit-149/marmi-beige-p4.webp
MARMI BEIGE,VIT-60120-8.50-GLO-MAR-WHIT-149,glossy 3.3.zip,glossy 3.3/MARMI BEIGE/MARMI BEIGE_P5.jpg,product,5,products/glossy/vit-60120-8-50-glo-mar-whit-149/originals/MARMI BEIGE_P5.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-149/thumbnails/marmi-beige-p5.webp,thumbnails/vit-60120-8-50-glo-mar-whit-149/marmi-beige-p5.webp
MARMI BEIGE,VIT-60120-8.50-GLO-MAR-WHIT-149,glossy 3.3.zip,glossy 3.3/MARMI BEIGE/MARMI BEIGE_P6.jpg,product,6,products/glossy/vit-60120-8-50-glo-mar-whit-149/originals/MARMI BEIGE_P6.jpg,products/glossy/vit-60120-8-50-glo-mar-whit-149/thumbnails/marmi-beige-p6.webp,thumbnails/vit-60120-8-50-glo-mar-whit-149/marmi-beige-p6.webp
